,Query,Cosine Similarity
8834,brights disease,0.109365165
8835,health service journal,0.10934256
8836,average age of menopause,0.1093215
8837,community healthcare,0.10931428
8838,muscles of the shoulder,0.1092753
8839,emphysema life expectancy,0.109251946
8840,quinine water,0.10918355
8841,side effects of testosterone,0.10915776
8842,cancer quotes,0.10906305
8843,getting rid of bed bugs,0.109059796
8844,what causes constipation,0.10892072
8845,brain atrophy,0.10890275
8846,asbergers syndrome,0.108888924
8847,leukemia cancer,0.10888082
8848,hpv shot,0.10887648
8849,sleepy after eating,0.10887286
8850,epidemiology,0.1088716
8851,aviva health,0.10886066
8852,mental health issues,0.10884352
8853,kidney failure,0.10884337
8854,community health systems,0.10883501
8855,implantation pain,0.108834915
8856,fungus on skin,0.108820744
8857,aids ribbon,0.10880897
8858,total lung capacity,0.10879829
8859,pysch,0.108767204
8860,body temperature 40,0.10875553
8861,dental lab,0.1087153
8862,costochondritis treatment,0.108706
8863,pox,0.108694844
8864,health science,0.108563475
8865,cat scan vs mri,0.10854735
8866,calories in a strawberry,0.108516455
8867,small vessel disease,0.10850811
8868,tmj relief,0.10850343
8869,chiropractic school,0.10847478
8870,loose poo,0.10845845
8871,sty treatment,0.10843579
8872,stress reduction,0.10842788
8873,runny,0.10842131
8874,nose strips,0.10841735
8875,cold burn,0.10841711
8876,hyperventilation syndrome,0.108414635
8877,abdominal cancer,0.10840678
8878,anal cancer,0.10838199
8879,cat eye syndrome,0.1083479
8880,benadryl dosage,0.108325735
8881,swollen ankles,0.10832244
8882,colon cancer survival rate,0.10827663
8883,dog vaccination schedule,0.10824448
8884,gastric emptying,0.10823998
8885,lichens sclerosis,0.108230114
8886,heavy bleeding during period,0.10817178
8887,sertraline,0.108140886
8888,ulnar nerve damage,0.108116314
8889,top hospitals,0.10811606
8890,nursing quotes,0.108087614
8891,lactose free diet,0.108084746
8892,how do antibiotics work,0.10802677
8893,hope clinic,0.10802216
8894,hives treatment,0.108006105
8895,gallbladder attacks,0.10799971
8896,fibroids,0.10798231
8897,muscle pain in back,0.10796338
8898,aids prevention,0.107955486
8899,lung cancer stages,0.10793454
8900,sudden death syndrome,0.10792531
8901,calories in tuna,0.107907794
8902,pink eye treatment,0.107896194
8903,long term effects of cocaine,0.10787921
8904,toddler temperature 39,0.10781869
8905,dog cancer,0.10781208
8906,what to do for food poisoning,0.10779178
8907,carotid sinus,0.10770774
8908,web therapy,0.10770729
8909,acute definition,0.10770354
8910,alcohol and depression,0.10770028
8911,phlegmy,0.107692584
8912,eating disorder,0.10765864
8913,canker sore causes,0.107638344
8914,left flank pain,0.10761039
8915,congenital syphilis,0.10761033
8916,dog urine,0.10760349
8917,drugs for depression,0.107590675
8918,medical library,0.10756071
8919,spinal fluid,0.10754752
8920,antihistamine cream,0.10754527
8921,difference between hiv and aids,0.10752796
8922,swollen lymph nodes behind ear,0.1075
8923,ammonia,0.10748882
8924,gauchers disease,0.10748179
8925,hospital scrubs,0.107474476
8926,stuffy,0.10745253
8927,priority health,0.10744675
8928,hospice nursing,0.10740686
8929,calories in avocado,0.1073717
8930,lip sores,0.10731529
8931,karen carpenter anorexia,0.10727913
8932,learning disorders,0.10727277
8933,cold pasta salad,0.10725948
8934,pinched nerve neck,0.107237935
8935,bruised rib,0.10715723
8936,protein in the urine,0.10713926
8937,kidney damage,0.10709924
8938,journal of the american medical association,0.10703887
8939,gifts for nurses,0.1070195
8940,blood cancer,0.1069548
8941,drug tests,0.10695102
8942,it band pain,0.10694787
8943,halls soothers,0.10693149
8944,heart disease facts,0.10692038
8945,pulmonary function test,0.106912285
8946,health canada,0.10690834
8947,talking therapies,0.106878206
8948,cold in summer,0.10686442
8949,health department,0.10683067
8950,treat a stye,0.1067681
8951,medical reference,0.10675764
8952,orgasm contractions,0.10673344
8953,bone marrow cancer,0.106714904
8954,cranberry juice uti,0.10670868
8955,xrays,0.10670777
8956,how to get rid of a yeast infection,0.106683746
8957,knee braces,0.1066746
8958,autism uk,0.10666064
8959,femur anatomy,0.106649235
8960,calories in chicken breast,0.10664486
8961,hot water but no heating,0.10661763
8962,postpartum anxiety,0.106603414
8963,disorientated,0.10659853
8964,language therapy,0.1065979
8965,dr md,0.106592834
8966,platelet aggregation,0.10658394
8967,anger management for children,0.10657206
8968,autism research,0.1065716
8969,staphylococcus aureus,0.106567144
8970,stress hormones,0.10656359
8971,what causes eczema,0.106557295
8972,stable angina,0.10652007
8973,ssri antidepressants,0.10651374
8974,niacin deficiency,0.10650678
8975,for constipation,0.10648255
8976,calories in a chicken breast,0.106457636
8977,national nurses week,0.10642561
8978,colon cancer survival rates,0.10642178
8979,migraine treatment,0.10639632
8980,overdose on paracetamol,0.10638035
8981,protein in urine,0.10636236
8982,pictures of impetigo,0.10635624
8983,how to get rid of yeast infection,0.106343515
8984,benadryl cream,0.10633119
8985,heat rash treatment,0.10632385
8986,cream for chicken pox,0.10631775
8987,epidural side effects,0.10631258
8988,swollen lip,0.10631199
8989,new tablets,0.10629919
8990,shellfish allergy,0.10626298
8991,staphylococcus,0.106243685
8992,mri,0.10622892
8993,flank pain,0.10621981
8994,yeast infection remedies,0.10620258
8995,dysphagia diet,0.10615593
8996,cold nhs,0.10611835
8997,diaphragm pain,0.10611625
8998,stage 3 lung cancer,0.10609068
8999,diabeties,0.106028855
9000,pregnancy period,0.105982445
9001,home healthcare,0.10595683
9002,peterborough city hospital,0.10591161
9003,syringes and needles,0.105893314
9004,gentle dental,0.1058712
9005,inhaled corticosteroids,0.105865076
9006,bergers disease,0.10586448
9007,dog skin problems,0.10586114
9008,intensive care unit,0.10584132
9009,nhs lateral flow test,0.10583296
9010,electrolyte imbalance,0.10582551
9011,how long does covid taste loss last,0.105825
9012,urinary tract,0.10577745
9013,doctor who snowmen,0.10577506
9014,a poo,0.10575332
9015,tyrozets,0.10567412
9016,sudafed max strength,0.10567239
9017,exploding head syndrome,0.10563438
9018,best medicine,0.1056293
9019,diabetic foot pain,0.10558359
9020,shoulder blade pain,0.10553674
9021,cyanide poisoning,0.105530515
9022,scalding,0.10549006
9023,diabetic breakfast,0.10545601
9024,fresenius medical,0.10543835
9025,effects of ecstasy,0.10535794
9026,impetigo treatment,0.10535059
9027,nurse salary,0.10532769
9028,rabies vaccine,0.105317935
9029,colon detox,0.105310164
9030,fibrillation,0.10523714
9031,home remedies for herpes,0.105224565
9032,national institute of health,0.10516445
9033,ringing in ear,0.105130665
9034,ibs diet plan,0.10509628
9035,doctor in the house,0.10507846
9036,a1c test,0.1050062
9037,burning sensation in breast,0.10499449
9038,nursing home,0.1049779
9039,central apnea,0.104962446
9040,ct scan vs mri,0.104926266
9041,medical solutions,0.104919896
9042,antiseptic,0.10490402
9043,loperamide,0.10490136
9044,ovarian cancer prognosis,0.10489239
9045,chest pain in women,0.10485673
9046,after chemo,0.10481172
9047,laryngeal cancer,0.10481168
9048,how to become a dental hygienist,0.10480082
9049,sarcoidosis treatment,0.10478163
9050,knee surgery,0.10477586
9051,postpartum psychosis,0.104734346
9052,emergency medicine,0.10473182
9053,thyroid issues,0.104721166
9054,hospitals near me,0.10471924
9055,what is a yeast infection,0.10470972
9056,high temperature in adults,0.104708485
9057,glucose in urine,0.1046944
9058,tinnitus relief,0.1046924
9059,how to get rid of a chest infection,0.10468052
9060,after surgery,0.10468051
9061,mmr jab,0.10466431
9062,autonomic neuropathy,0.10464421
9063,stop smoking aids,0.10460402
9064,hiccup girl,0.10457674
9065,edema causes,0.10455955
9066,natural laxatives,0.1045542
9067,stay inside,0.104540616
9068,foods that make you poop,0.1045216
9069,hpv 16,0.10452119
9070,sun blisters,0.10451713
9071,emergency care,0.104504645
9072,sudafed dosage,0.10449764
9073,redness,0.104489714
9074,temperature 36.5,0.1044815
9075,congestive heart failure prognosis,0.10448124
9076,gender dysphoria,0.104479484
9077,lightheadedness,0.104436815
9078,is alcoholism a disease,0.10441578
9079,the doctors,0.10438098
9080,travel nursing jobs,0.10430272
9081,chest wall pain,0.10429184
9082,community memorial hospital,0.10428152
9083,hospital visiting hours,0.10426316
9084,can i take ibuprofen,0.104259744
9085,stages of alzheimers,0.10425181
9086,my mouth,0.104245834
9087,eclampsia,0.10424322
9088,what is rsv,0.10423476
9089,vocal cord dysfunction,0.10422993
9090,brain lesion,0.10422983
9091,gassy foods,0.10420388
9092,gastric cancer,0.104182996
9093,extreme orgasm,0.10416637
9094,heart palpitations during pregnancy,0.10415649
9095,pre diabetic,0.10413204
9096,gall bladder disease,0.10407696
9097,fake urine,0.104048535
9098,ibuprofen pregnancy,0.10404835
9099,cause of diabetes,0.10402846
9100,a risk assessment,0.10400814
9101,knee replacement surgery,0.10400623
9102,what is pancreatitis,0.10400364
9103,scans during pregnancy,0.103975244
9104,dtp vaccine,0.10396335
9105,thyroid disorders,0.10394728
9106,what is type 2 diabetes,0.103945255
9107,ammonia levels,0.10394278
9108,medical conferences,0.10394177
9109,relaxation techniques for anxiety,0.103935584
9110,cancer pictures,0.10392285
9111,hospital gown,0.10389859
9112,calf strain,0.10387814
9113,antibiotics for sepsis,0.10385947
9114,health sciences,0.10385094
9115,mri scan,0.103846624
9116,red blood cells in urine,0.103836484
9117,healthcare bill summary,0.103811726
9118,colposcopy results,0.103782035
9119,sinus arrhythmia,0.103759706
9120,nottingham city hospital,0.10373216
9121,good for constipation,0.1036811
9122,fecal transplant,0.10367565
9123,abmu,0.10366421
9124,what causes yeast infections,0.10364781
9125,bladder pain,0.10364485
9126,late period negative pregnancy test,0.10361074
9127,foot cramps at night,0.10360938
9128,burning eyes,0.103581116
9129,mayo clinic diet,0.10357072
9130,antidepressants and weight loss,0.1035437
9131,binge eating disorder,0.10352818
9132,yoga for back pain,0.10350831
9133,left testicle pain,0.10347479
9134,high temperature child,0.10347068
9135,brain zaps,0.10347065
9136,bowel incontinence,0.10342096
9137,malignancy,0.10340634
9138,hyperemesis,0.10336988
9139,stomach bleeding,0.10335472
9140,a medical,0.103345945
9141,common antibiotics,0.10334261
9142,what is multiple sclerosis,0.10334054
9143,discharge during early pregnancy,0.10328595
9144,cracked tooth,0.10328367
9145,contractions labor,0.103281066
9146,test for sulfate ions,0.10325837
9147,health stores,0.10322815
9148,impetigo,0.10319987
9149,appendix cancer,0.10319951
9150,community health center,0.10319154
9151,thyroid tests,0.10318996
9152,ocular rosacea,0.1031719
9153,nodules on lungs,0.10316564
9154,bile duct cancer,0.10309896
9155,violent disorder,0.10309509
9156,polio disease,0.10308212
9157,swollen ankle,0.103078224
9158,uterine infection,0.103076935
9159,mrsa staph,0.10303652
9160,reheated pasta,0.103033185
9161,back pain between shoulder blades,0.10303157
9162,lewy body disease,0.10302748
9163,glucose test pregnancy,0.103016585
9164,hypomania,0.10300361
9165,health care reform bill summary,0.10290878
9166,baby ibuprofen,0.102899544
9167,gripe,0.102898
9168,bruised bone,0.10289564
9169,croydon health services,0.10289517
9170,for diabetes,0.10287647
9171,kidney,0.102837585
9172,normal fasting blood sugar,0.1028338
9173,frail,0.10280819
9174,lichen sclerosis,0.10279927
9175,world cancer day,0.10275264
9176,tummy,0.10272229
9177,prostate infection,0.10270013
9178,carpal,0.10268746
9179,new doctor,0.102685615
9180,sweaty feet,0.10267778
9181,blistered thumbs,0.10267114
9182,picks disease,0.102626815
9183,chafing,0.10260473
9184,40 degrees,0.10260238
9185,bone cancer prognosis,0.102586515
9186,hospital for,0.10258601
9187,low stomach acid,0.102576286
9188,creatine effects,0.10253744
9189,cause of autism,0.10251445
9190,bread calories,0.10249501
9191,why do mosquito bites itch,0.10248308
9192,vit b12,0.10247962
9193,bipolar meds,0.1024787
9194,small fiber neuropathy,0.10246599
9195,111 online,0.10246317
9196,what is eczema,0.1024628
9197,nhs email,0.10244539
9198,promethazine codeine,0.10244399
9199,bulimia treatment,0.102437295
9200,irlen syndrome,0.10243507
9201,high potassium levels,0.10241388
9202,insulin types,0.10241007
9203,hospital phone,0.10239034
9204,urinary frequency,0.10238841
9205,nhs temperature,0.1023635
9206,pores,0.102357134
9207,quotes about cancer,0.1023557
9208,westminster hospital,0.102267906
9209,high temperature children,0.102261014
9210,get rid of a stye,0.10222036
9211,popcorn calories,0.10216151
9212,types of dementia,0.102124944
9213,enlarged lymph nodes,0.10211848
9214,a stomach,0.10211045
9215,thyroid problems,0.10209944
9216,septicemia,0.102081165
9217,anxiety disorder,0.10207942
9218,treatment for depression,0.102075085
9219,what does vagina taste like,0.102069676
9220,free medical advice,0.10205601
9221,urinary tract infection treatment,0.10200603
9222,hospice care,0.10199932
9223,nurse pictures,0.101985775
9224,mastitis treatment,0.10195026
9225,home remedies for yeast infection,0.101888634
9226,large intestine,0.10187
9227,syringe,0.10186877
9228,best treatment for,0.10185701
9229,heart disease,0.10185664
9230,can you take ibuprofen,0.10183025
9231,it burns when i pee,0.101828344
9232,baptist hospital,0.10182003
9233,alcohol enema,0.10180338
9234,can you take paracetamol when pregnant,0.10178837
9235,taking sertraline,0.10177456
9236,how to get rid of constipation,0.10167496
9237,tetanus shots,0.101660244
9238,burst eardrum,0.10157834
9239,flesh eating disease,0.101557255
9240,paracetamol alcohol,0.10154377
9241,ingrown,0.10153222
9242,soft tissue sarcoma,0.101521276
9243,lower back pain during pregnancy,0.101473086
9244,heart hurts,0.1014517
9245,sensodyne toothpaste,0.10144623
9246,how to clear a blocked nose,0.10144405
9247,doll hospital,0.10142963
9248,causes of yeast infection,0.101286694
9249,pinched nerve in neck,0.10127365
9250,large intestines,0.10125856
9251,cold house,0.10124767
9252,medication for depression,0.10124486
9253,house dental,0.1012448
9254,why do my nipples hurt,0.10122278
9255,psychotic disorder,0.101211384
9256,ruptured spleen,0.10119334
9257,my wellness,0.101171315
9258,valium effects,0.101146325
9259,tmj disorder,0.10112366
9260,what is a chest infection,0.1011135
9261,gi doctor,0.10109581
9262,overeating disorder,0.101085186
9263,what does a vagina taste like,0.10107319
9264,why does my chest hurt,0.101072825
9265,how to get rid of phlegm,0.10103781
9266,heart problems,0.10102901
9267,why is my radiator cold,0.10101535
9268,calories in an avocado,0.10101091
9269,heavy menstrual bleeding,0.10098466
9270,treatment for schizophrenia,0.10097545
9271,abdomen,0.10097201
9272,end stage liver disease,0.10096333
9273,electronic health record,0.1008912
9274,ear pain in adults,0.1008905
9275,mild cognitive impairment,0.10085265
9276,unexplained bruising,0.1008147
9277,heart disease statistics,0.100791775
9278,us healthcare,0.10076985
9279,back pain causes,0.10076456
9280,temperature of 36.5,0.10071289
9281,genital herpes in women,0.100708015
9282,nsaids list,0.10070049
9283,what are antibodies,0.10068096
9284,diabetes supplies,0.10067335
9285,broken tooth,0.10066082
9286,what do tonsils do,0.10063652
9287,what is hepatitis c,0.10062599
9288,leaky gut syndrome,0.10062589
9289,coming off sertraline,0.100587614
9290,connective tissue disease,0.10057598
9291,pimples,0.1005685
9292,menopause and weight gain,0.1005656
